EVALUATION RESULTS
==================================================
Average Representation Loss: 56.1710
Average VAE Loss: 40.9906
Average Total Loss: 97.1616
Average Perplexity: 1.88
Average Codebook Usage: 0.00%
Total Proteins Evaluated: 4679
==================================================

DETAILED RESULTS BY BATCH:
Batch 0: Loss=84.5672, Perplexity=1.68, Codebook Usage=0.00%
Batch 360: Loss=68.3726, Perplexity=1.54, Codebook Usage=0.00%
Batch 361: Loss=97.8619, Perplexity=1.85, Codebook Usage=0.00%
Batch 362: Loss=109.2179, Perplexity=1.86, Codebook Usage=0.00%
Batch 363: Loss=128.2040, Perplexity=2.22, Codebook Usage=0.00%
Batch 364: Loss=70.5663, Perplexity=1.52, Codebook Usage=0.00%
Batch 365: Loss=92.8178, Perplexity=1.73, Codebook Usage=0.00%
Batch 366: Loss=87.1884, Perplexity=1.47, Codebook Usage=0.00%
Batch 367: Loss=129.2544, Perplexity=2.62, Codebook Usage=0.00%
Batch 368: Loss=86.9321, Perplexity=1.69, Codebook Usage=0.00%
Batch 369: Loss=90.1596, Perplexity=1.48, Codebook Usage=0.00%
Batch 370: Loss=74.3750, Perplexity=1.89, Codebook Usage=0.00%
Batch 371: Loss=67.4576, Perplexity=1.59, Codebook Usage=0.00%
Batch 372: Loss=109.8850, Perplexity=2.16, Codebook Usage=0.00%
Batch 373: Loss=97.6828, Perplexity=1.98, Codebook Usage=0.00%
Batch 374: Loss=102.0957, Perplexity=2.30, Codebook Usage=0.00%
Batch 375: Loss=112.9917, Perplexity=2.07, Codebook Usage=0.00%
Batch 376: Loss=95.1936, Perplexity=2.08, Codebook Usage=0.00%
Batch 377: Loss=105.2256, Perplexity=1.86, Codebook Usage=0.00%
Batch 378: Loss=101.4887, Perplexity=2.22, Codebook Usage=0.00%
Batch 379: Loss=106.5978, Perplexity=1.90, Codebook Usage=0.00%
Batch 380: Loss=105.2965, Perplexity=2.17, Codebook Usage=0.00%
Batch 381: Loss=121.0654, Perplexity=2.46, Codebook Usage=0.00%
Batch 382: Loss=62.0842, Perplexity=1.37, Codebook Usage=0.00%
Batch 383: Loss=87.4084, Perplexity=1.50, Codebook Usage=0.00%
Batch 384: Loss=120.9704, Perplexity=1.98, Codebook Usage=0.00%
Batch 385: Loss=77.1129, Perplexity=1.53, Codebook Usage=0.00%
Batch 386: Loss=118.7267, Perplexity=2.28, Codebook Usage=0.00%
Batch 387: Loss=113.7626, Perplexity=2.15, Codebook Usage=0.00%
Batch 388: Loss=71.3470, Perplexity=1.58, Codebook Usage=0.00%
Batch 389: Loss=83.3745, Perplexity=1.43, Codebook Usage=0.00%
Batch 390: Loss=97.4505, Perplexity=1.97, Codebook Usage=0.00%
Batch 391: Loss=97.9180, Perplexity=2.03, Codebook Usage=0.00%
Batch 392: Loss=95.7286, Perplexity=1.96, Codebook Usage=0.00%
Batch 393: Loss=111.3265, Perplexity=1.79, Codebook Usage=0.00%
Batch 394: Loss=85.5547, Perplexity=1.95, Codebook Usage=0.00%
Batch 395: Loss=99.9718, Perplexity=1.94, Codebook Usage=0.00%
Batch 396: Loss=71.8887, Perplexity=1.71, Codebook Usage=0.00%
Batch 397: Loss=102.1594, Perplexity=1.87, Codebook Usage=0.00%
Batch 398: Loss=100.4737, Perplexity=2.07, Codebook Usage=0.00%
Batch 399: Loss=109.8436, Perplexity=1.98, Codebook Usage=0.00%
Batch 400: Loss=110.4351, Perplexity=1.64, Codebook Usage=0.00%
Batch 401: Loss=82.9914, Perplexity=1.71, Codebook Usage=0.00%
Batch 402: Loss=74.2371, Perplexity=1.54, Codebook Usage=0.00%
Batch 403: Loss=94.9153, Perplexity=1.64, Codebook Usage=0.00%
Batch 404: Loss=108.0257, Perplexity=2.15, Codebook Usage=0.00%
Batch 405: Loss=98.1276, Perplexity=1.69, Codebook Usage=0.00%
Batch 406: Loss=77.2613, Perplexity=1.22, Codebook Usage=0.00%
Batch 407: Loss=107.7821, Perplexity=2.06, Codebook Usage=0.00%
Batch 408: Loss=105.5166, Perplexity=1.88, Codebook Usage=0.00%
Batch 409: Loss=118.9117, Perplexity=2.33, Codebook Usage=0.00%
Batch 410: Loss=100.1384, Perplexity=2.15, Codebook Usage=0.00%
Batch 411: Loss=76.6734, Perplexity=1.56, Codebook Usage=0.00%
Batch 412: Loss=76.5040, Perplexity=1.80, Codebook Usage=0.00%
Batch 413: Loss=95.6145, Perplexity=1.74, Codebook Usage=0.00%
Batch 414: Loss=90.2496, Perplexity=1.56, Codebook Usage=0.00%
Batch 415: Loss=106.8215, Perplexity=1.96, Codebook Usage=0.00%
Batch 416: Loss=97.6613, Perplexity=1.98, Codebook Usage=0.00%
Batch 417: Loss=83.7918, Perplexity=1.71, Codebook Usage=0.00%
Batch 418: Loss=91.3709, Perplexity=1.83, Codebook Usage=0.00%
Batch 419: Loss=94.2429, Perplexity=1.43, Codebook Usage=0.00%
Batch 420: Loss=54.5043, Perplexity=1.44, Codebook Usage=0.00%
Batch 421: Loss=76.6547, Perplexity=1.62, Codebook Usage=0.00%
Batch 422: Loss=66.7817, Perplexity=1.71, Codebook Usage=0.00%
Batch 423: Loss=94.0809, Perplexity=1.79, Codebook Usage=0.00%
Batch 424: Loss=93.1483, Perplexity=1.86, Codebook Usage=0.00%
Batch 425: Loss=111.2284, Perplexity=2.29, Codebook Usage=0.00%
Batch 426: Loss=120.2266, Perplexity=2.22, Codebook Usage=0.00%
Batch 427: Loss=110.6701, Perplexity=1.94, Codebook Usage=0.00%
Batch 428: Loss=94.1357, Perplexity=1.76, Codebook Usage=0.00%
Batch 429: Loss=110.8033, Perplexity=2.50, Codebook Usage=0.00%
Batch 430: Loss=102.7189, Perplexity=1.94, Codebook Usage=0.00%
Batch 431: Loss=102.4633, Perplexity=1.76, Codebook Usage=0.00%
Batch 432: Loss=101.8843, Perplexity=2.03, Codebook Usage=0.00%
Batch 433: Loss=123.3604, Perplexity=2.50, Codebook Usage=0.00%
Batch 434: Loss=92.9474, Perplexity=1.66, Codebook Usage=0.00%
Batch 435: Loss=103.0570, Perplexity=1.86, Codebook Usage=0.00%
Batch 436: Loss=105.6875, Perplexity=1.85, Codebook Usage=0.00%
Batch 437: Loss=109.9035, Perplexity=2.17, Codebook Usage=0.00%
Batch 438: Loss=96.5514, Perplexity=1.81, Codebook Usage=0.00%
Batch 439: Loss=124.0104, Perplexity=2.38, Codebook Usage=0.00%
Batch 440: Loss=93.4795, Perplexity=1.93, Codebook Usage=0.00%
Batch 441: Loss=107.2000, Perplexity=1.79, Codebook Usage=0.00%
Batch 442: Loss=100.2644, Perplexity=1.77, Codebook Usage=0.00%
Batch 443: Loss=108.6684, Perplexity=2.16, Codebook Usage=0.00%
Batch 444: Loss=97.8734, Perplexity=2.09, Codebook Usage=0.00%
Batch 445: Loss=111.5570, Perplexity=2.23, Codebook Usage=0.00%
Batch 446: Loss=108.2765, Perplexity=2.31, Codebook Usage=0.00%
Batch 447: Loss=102.1154, Perplexity=2.07, Codebook Usage=0.00%
Batch 448: Loss=102.2922, Perplexity=1.93, Codebook Usage=0.00%
Batch 449: Loss=125.8956, Perplexity=2.32, Codebook Usage=0.00%
Batch 450: Loss=102.2710, Perplexity=2.05, Codebook Usage=0.00%
Batch 451: Loss=82.4221, Perplexity=1.50, Codebook Usage=0.00%
Batch 452: Loss=70.9501, Perplexity=1.54, Codebook Usage=0.00%
Batch 453: Loss=82.1254, Perplexity=1.94, Codebook Usage=0.00%
Batch 454: Loss=86.0723, Perplexity=1.68, Codebook Usage=0.00%
Batch 455: Loss=121.1875, Perplexity=2.07, Codebook Usage=0.00%
Batch 456: Loss=113.4311, Perplexity=1.74, Codebook Usage=0.00%
Batch 457: Loss=93.1349, Perplexity=2.08, Codebook Usage=0.00%
Batch 458: Loss=107.3936, Perplexity=2.03, Codebook Usage=0.00%
Batch 459: Loss=90.6821, Perplexity=1.47, Codebook Usage=0.00%
Batch 460: Loss=104.3268, Perplexity=1.79, Codebook Usage=0.00%
Batch 461: Loss=111.8520, Perplexity=2.16, Codebook Usage=0.00%
Batch 462: Loss=100.2012, Perplexity=2.05, Codebook Usage=0.00%
Batch 463: Loss=86.0488, Perplexity=2.28, Codebook Usage=0.00%
Batch 464: Loss=113.3904, Perplexity=2.15, Codebook Usage=0.00%
Batch 465: Loss=111.8183, Perplexity=2.03, Codebook Usage=0.00%
Batch 466: Loss=90.6838, Perplexity=1.47, Codebook Usage=0.00%
Batch 467: Loss=95.0817, Perplexity=1.53, Codebook Usage=0.00%
Batch 468: Loss=92.0236, Perplexity=1.53, Codebook Usage=0.00%
Batch 469: Loss=108.2670, Perplexity=2.01, Codebook Usage=0.00%
Batch 470: Loss=104.3851, Perplexity=2.07, Codebook Usage=0.00%
Batch 471: Loss=98.5925, Perplexity=1.95, Codebook Usage=0.00%
Batch 472: Loss=117.4601, Perplexity=2.15, Codebook Usage=0.00%
Batch 473: Loss=117.9324, Perplexity=1.98, Codebook Usage=0.00%
Batch 474: Loss=97.2727, Perplexity=1.76, Codebook Usage=0.00%
Batch 475: Loss=67.2002, Perplexity=1.43, Codebook Usage=0.00%
Batch 476: Loss=73.3742, Perplexity=1.81, Codebook Usage=0.00%
Batch 477: Loss=104.1442, Perplexity=2.07, Codebook Usage=0.00%
Batch 478: Loss=94.1602, Perplexity=1.74, Codebook Usage=0.00%
Batch 479: Loss=61.5425, Perplexity=1.60, Codebook Usage=0.00%
Batch 480: Loss=95.8804, Perplexity=1.85, Codebook Usage=0.00%
Batch 481: Loss=127.2185, Perplexity=2.16, Codebook Usage=0.00%
Batch 482: Loss=98.1846, Perplexity=1.96, Codebook Usage=0.00%
Batch 483: Loss=118.4688, Perplexity=2.01, Codebook Usage=0.00%
Batch 484: Loss=88.3395, Perplexity=1.97, Codebook Usage=0.00%
Batch 485: Loss=118.8140, Perplexity=2.15, Codebook Usage=0.00%
Batch 486: Loss=106.3957, Perplexity=1.75, Codebook Usage=0.00%
Batch 487: Loss=93.4106, Perplexity=2.13, Codebook Usage=0.00%
Batch 488: Loss=78.8487, Perplexity=1.66, Codebook Usage=0.00%
Batch 489: Loss=101.0626, Perplexity=2.12, Codebook Usage=0.00%
Batch 490: Loss=75.9519, Perplexity=1.57, Codebook Usage=0.00%
Batch 491: Loss=136.6231, Perplexity=2.33, Codebook Usage=0.00%
Batch 492: Loss=103.2126, Perplexity=1.58, Codebook Usage=0.00%
Batch 493: Loss=89.8694, Perplexity=1.84, Codebook Usage=0.00%
Batch 494: Loss=70.9265, Perplexity=1.55, Codebook Usage=0.00%
Batch 495: Loss=91.4893, Perplexity=1.97, Codebook Usage=0.00%
Batch 496: Loss=92.2030, Perplexity=1.70, Codebook Usage=0.00%
Batch 497: Loss=67.7803, Perplexity=1.31, Codebook Usage=0.00%
Batch 498: Loss=75.3639, Perplexity=1.53, Codebook Usage=0.00%
Batch 499: Loss=88.1424, Perplexity=1.47, Codebook Usage=0.00%
Batch 500: Loss=85.8625, Perplexity=1.96, Codebook Usage=0.00%
Batch 501: Loss=103.9896, Perplexity=2.04, Codebook Usage=0.00%
Batch 502: Loss=120.4630, Perplexity=2.10, Codebook Usage=0.00%
Batch 503: Loss=77.2026, Perplexity=1.82, Codebook Usage=0.00%
Batch 504: Loss=98.3858, Perplexity=1.50, Codebook Usage=0.00%
Batch 505: Loss=88.1796, Perplexity=1.82, Codebook Usage=0.00%
Batch 506: Loss=89.1953, Perplexity=1.98, Codebook Usage=0.00%
Batch 507: Loss=86.1058, Perplexity=1.73, Codebook Usage=0.00%
Batch 508: Loss=97.4226, Perplexity=1.84, Codebook Usage=0.00%
Batch 509: Loss=55.5928, Perplexity=1.33, Codebook Usage=0.00%
Batch 510: Loss=97.7193, Perplexity=2.26, Codebook Usage=0.00%
Batch 511: Loss=79.3253, Perplexity=1.43, Codebook Usage=0.00%
Batch 512: Loss=99.5513, Perplexity=1.87, Codebook Usage=0.00%
Batch 513: Loss=98.1201, Perplexity=2.08, Codebook Usage=0.00%
Batch 514: Loss=88.5846, Perplexity=1.71, Codebook Usage=0.00%
Batch 515: Loss=139.2328, Perplexity=2.52, Codebook Usage=0.00%
Batch 516: Loss=114.9756, Perplexity=1.75, Codebook Usage=0.00%
Batch 517: Loss=81.6471, Perplexity=1.62, Codebook Usage=0.00%
Batch 518: Loss=66.5871, Perplexity=1.53, Codebook Usage=0.00%
Batch 519: Loss=104.1143, Perplexity=2.21, Codebook Usage=0.00%
Batch 520: Loss=84.9922, Perplexity=1.67, Codebook Usage=0.00%
Batch 521: Loss=90.5187, Perplexity=1.67, Codebook Usage=0.00%
Batch 522: Loss=70.5624, Perplexity=1.64, Codebook Usage=0.00%
Batch 523: Loss=88.1568, Perplexity=1.52, Codebook Usage=0.00%
Batch 524: Loss=114.0617, Perplexity=2.01, Codebook Usage=0.00%
Batch 525: Loss=105.9906, Perplexity=1.84, Codebook Usage=0.00%
Batch 526: Loss=86.8163, Perplexity=1.61, Codebook Usage=0.00%
Batch 527: Loss=116.5162, Perplexity=2.17, Codebook Usage=0.00%
Batch 528: Loss=123.3916, Perplexity=2.07, Codebook Usage=0.00%
Batch 529: Loss=80.8150, Perplexity=1.90, Codebook Usage=0.00%
Batch 530: Loss=84.1381, Perplexity=1.66, Codebook Usage=0.00%
Batch 531: Loss=101.7032, Perplexity=2.09, Codebook Usage=0.00%
Batch 532: Loss=113.3452, Perplexity=2.16, Codebook Usage=0.00%
Batch 533: Loss=88.1463, Perplexity=1.68, Codebook Usage=0.00%
Batch 534: Loss=110.0410, Perplexity=2.41, Codebook Usage=0.00%
Batch 535: Loss=83.3853, Perplexity=1.66, Codebook Usage=0.00%
Batch 536: Loss=96.7751, Perplexity=2.01, Codebook Usage=0.00%
Batch 537: Loss=84.0763, Perplexity=1.88, Codebook Usage=0.00%
Batch 538: Loss=89.1393, Perplexity=1.56, Codebook Usage=0.00%
Batch 539: Loss=100.0521, Perplexity=1.92, Codebook Usage=0.00%
Batch 540: Loss=89.2917, Perplexity=1.63, Codebook Usage=0.00%
Batch 541: Loss=78.7735, Perplexity=1.45, Codebook Usage=0.00%
Batch 542: Loss=74.8779, Perplexity=1.55, Codebook Usage=0.00%
Batch 543: Loss=92.9241, Perplexity=2.10, Codebook Usage=0.00%
Batch 544: Loss=157.1541, Perplexity=2.79, Codebook Usage=0.00%
Batch 545: Loss=94.9763, Perplexity=1.73, Codebook Usage=0.00%
Batch 546: Loss=135.4705, Perplexity=2.58, Codebook Usage=0.00%
Batch 547: Loss=114.1071, Perplexity=2.32, Codebook Usage=0.00%
Batch 548: Loss=79.7642, Perplexity=1.70, Codebook Usage=0.00%
Batch 549: Loss=102.6966, Perplexity=1.63, Codebook Usage=0.00%
Batch 550: Loss=101.9855, Perplexity=2.07, Codebook Usage=0.00%
Batch 551: Loss=101.5196, Perplexity=1.90, Codebook Usage=0.00%
Batch 552: Loss=102.4413, Perplexity=2.04, Codebook Usage=0.00%
Batch 553: Loss=98.6471, Perplexity=1.88, Codebook Usage=0.00%
Batch 554: Loss=119.4893, Perplexity=2.31, Codebook Usage=0.00%
Batch 555: Loss=96.0605, Perplexity=1.74, Codebook Usage=0.00%
Batch 556: Loss=107.6014, Perplexity=1.98, Codebook Usage=0.00%
Batch 557: Loss=92.2385, Perplexity=1.91, Codebook Usage=0.00%
Batch 558: Loss=99.7627, Perplexity=1.63, Codebook Usage=0.00%
Batch 559: Loss=87.4335, Perplexity=1.67, Codebook Usage=0.00%
Batch 560: Loss=86.8043, Perplexity=1.91, Codebook Usage=0.00%
Batch 561: Loss=80.5965, Perplexity=1.67, Codebook Usage=0.00%
Batch 562: Loss=94.4316, Perplexity=1.97, Codebook Usage=0.00%
Batch 563: Loss=98.0430, Perplexity=1.64, Codebook Usage=0.00%
Batch 564: Loss=85.5696, Perplexity=1.57, Codebook Usage=0.00%
Batch 565: Loss=86.2806, Perplexity=1.50, Codebook Usage=0.00%
Batch 566: Loss=103.1611, Perplexity=2.02, Codebook Usage=0.00%
Batch 567: Loss=95.5910, Perplexity=1.74, Codebook Usage=0.00%
Batch 568: Loss=88.2155, Perplexity=1.73, Codebook Usage=0.00%
Batch 569: Loss=92.9990, Perplexity=1.85, Codebook Usage=0.00%
Batch 570: Loss=77.7543, Perplexity=1.88, Codebook Usage=0.00%
Batch 571: Loss=80.2177, Perplexity=1.78, Codebook Usage=0.00%
Batch 572: Loss=94.3228, Perplexity=1.61, Codebook Usage=0.00%
Batch 573: Loss=78.5898, Perplexity=1.69, Codebook Usage=0.00%
Batch 574: Loss=101.8260, Perplexity=1.86, Codebook Usage=0.00%
Batch 575: Loss=70.4744, Perplexity=1.86, Codebook Usage=0.00%
Batch 576: Loss=95.4916, Perplexity=2.10, Codebook Usage=0.00%
Batch 577: Loss=131.3911, Perplexity=2.20, Codebook Usage=0.00%
Batch 578: Loss=102.0061, Perplexity=1.73, Codebook Usage=0.00%
Batch 579: Loss=114.4804, Perplexity=2.06, Codebook Usage=0.00%
Batch 580: Loss=89.9441, Perplexity=1.48, Codebook Usage=0.00%
Batch 581: Loss=101.8723, Perplexity=2.11, Codebook Usage=0.00%
Batch 582: Loss=99.7298, Perplexity=2.01, Codebook Usage=0.00%
Batch 583: Loss=86.1940, Perplexity=1.40, Codebook Usage=0.00%
Batch 584: Loss=137.3470, Perplexity=2.67, Codebook Usage=0.00%
Batch 585: Loss=95.6841, Perplexity=1.83, Codebook Usage=0.00%
Batch 586: Loss=75.7922, Perplexity=1.51, Codebook Usage=0.00%
Batch 587: Loss=81.2313, Perplexity=1.69, Codebook Usage=0.00%
Batch 588: Loss=97.0693, Perplexity=1.92, Codebook Usage=0.00%
Batch 589: Loss=71.5091, Perplexity=1.83, Codebook Usage=0.00%
Batch 590: Loss=90.6174, Perplexity=1.64, Codebook Usage=0.00%
Batch 591: Loss=86.9940, Perplexity=1.73, Codebook Usage=0.00%
Batch 592: Loss=62.7618, Perplexity=1.66, Codebook Usage=0.00%
Batch 593: Loss=105.3331, Perplexity=2.10, Codebook Usage=0.00%
Batch 594: Loss=96.1654, Perplexity=1.80, Codebook Usage=0.00%
Batch 595: Loss=98.9381, Perplexity=1.75, Codebook Usage=0.00%
Batch 596: Loss=98.6792, Perplexity=1.67, Codebook Usage=0.00%
Batch 597: Loss=93.1514, Perplexity=1.59, Codebook Usage=0.00%
Batch 598: Loss=62.6909, Perplexity=1.53, Codebook Usage=0.00%
Batch 599: Loss=89.9618, Perplexity=1.89, Codebook Usage=0.00%
Batch 600: Loss=71.1561, Perplexity=1.87, Codebook Usage=0.00%
Batch 601: Loss=93.0900, Perplexity=1.76, Codebook Usage=0.00%
Batch 602: Loss=75.6993, Perplexity=1.75, Codebook Usage=0.00%
Batch 603: Loss=94.5124, Perplexity=1.82, Codebook Usage=0.00%
Batch 604: Loss=113.9274, Perplexity=2.00, Codebook Usage=0.00%
Batch 605: Loss=69.3327, Perplexity=1.47, Codebook Usage=0.00%
Batch 606: Loss=65.7032, Perplexity=1.53, Codebook Usage=0.00%
Batch 607: Loss=88.0161, Perplexity=1.91, Codebook Usage=0.00%
Batch 608: Loss=87.4484, Perplexity=1.59, Codebook Usage=0.00%
Batch 609: Loss=97.7836, Perplexity=1.97, Codebook Usage=0.00%
Batch 610: Loss=63.6940, Perplexity=1.75, Codebook Usage=0.00%
Batch 611: Loss=108.0900, Perplexity=1.96, Codebook Usage=0.00%
Batch 612: Loss=104.5488, Perplexity=2.18, Codebook Usage=0.00%
Batch 613: Loss=132.0641, Perplexity=2.41, Codebook Usage=0.00%
Batch 614: Loss=82.2930, Perplexity=1.80, Codebook Usage=0.00%
Batch 615: Loss=104.9199, Perplexity=1.75, Codebook Usage=0.00%
Batch 616: Loss=103.7734, Perplexity=1.93, Codebook Usage=0.00%
Batch 617: Loss=110.0160, Perplexity=1.94, Codebook Usage=0.00%
Batch 618: Loss=79.6213, Perplexity=1.89, Codebook Usage=0.00%
Batch 619: Loss=110.8934, Perplexity=1.98, Codebook Usage=0.00%
Batch 620: Loss=99.9458, Perplexity=2.06, Codebook Usage=0.00%
Batch 621: Loss=61.0329, Perplexity=1.53, Codebook Usage=0.00%
Batch 622: Loss=104.0240, Perplexity=1.69, Codebook Usage=0.00%
Batch 623: Loss=107.7866, Perplexity=1.94, Codebook Usage=0.00%
Batch 624: Loss=104.1197, Perplexity=2.03, Codebook Usage=0.00%
Batch 625: Loss=76.5762, Perplexity=1.61, Codebook Usage=0.00%
Batch 626: Loss=99.0892, Perplexity=2.06, Codebook Usage=0.00%
Batch 627: Loss=101.9831, Perplexity=1.74, Codebook Usage=0.00%
Batch 628: Loss=93.1959, Perplexity=1.85, Codebook Usage=0.00%
Batch 629: Loss=141.2027, Perplexity=2.56, Codebook Usage=0.00%
Batch 630: Loss=92.7233, Perplexity=1.95, Codebook Usage=0.00%
Batch 631: Loss=97.5470, Perplexity=1.99, Codebook Usage=0.00%
Batch 632: Loss=84.0569, Perplexity=1.92, Codebook Usage=0.00%
Batch 633: Loss=100.6748, Perplexity=2.01, Codebook Usage=0.00%
Batch 634: Loss=82.1973, Perplexity=1.56, Codebook Usage=0.00%
Batch 635: Loss=110.8532, Perplexity=2.36, Codebook Usage=0.00%
Batch 636: Loss=116.5268, Perplexity=1.99, Codebook Usage=0.00%
Batch 637: Loss=79.4921, Perplexity=1.75, Codebook Usage=0.00%
Batch 638: Loss=84.6397, Perplexity=2.18, Codebook Usage=0.00%
Batch 639: Loss=76.5462, Perplexity=1.36, Codebook Usage=0.00%
Batch 640: Loss=119.7533, Perplexity=1.96, Codebook Usage=0.00%
Batch 641: Loss=127.7661, Perplexity=2.34, Codebook Usage=0.00%
Batch 642: Loss=125.0391, Perplexity=2.38, Codebook Usage=0.00%
Batch 643: Loss=97.9907, Perplexity=1.99, Codebook Usage=0.00%
Batch 644: Loss=95.2718, Perplexity=1.75, Codebook Usage=0.00%
Batch 645: Loss=124.1163, Perplexity=2.41, Codebook Usage=0.00%
Batch 646: Loss=69.6582, Perplexity=1.60, Codebook Usage=0.00%
Batch 647: Loss=97.3879, Perplexity=1.84, Codebook Usage=0.00%
Batch 648: Loss=109.4388, Perplexity=2.67, Codebook Usage=0.00%
Batch 649: Loss=90.9225, Perplexity=1.46, Codebook Usage=0.00%
Batch 650: Loss=79.4405, Perplexity=1.91, Codebook Usage=0.00%
Batch 651: Loss=87.4359, Perplexity=1.69, Codebook Usage=0.00%
Batch 652: Loss=93.6985, Perplexity=1.47, Codebook Usage=0.00%
Batch 653: Loss=115.4079, Perplexity=2.11, Codebook Usage=0.00%
Batch 654: Loss=116.2775, Perplexity=2.02, Codebook Usage=0.00%
Batch 655: Loss=108.5203, Perplexity=1.92, Codebook Usage=0.00%
Batch 656: Loss=90.7503, Perplexity=1.86, Codebook Usage=0.00%
Batch 657: Loss=90.8217, Perplexity=1.62, Codebook Usage=0.00%
Batch 658: Loss=114.5965, Perplexity=1.96, Codebook Usage=0.00%
Batch 659: Loss=100.5912, Perplexity=2.11, Codebook Usage=0.00%
Batch 660: Loss=116.9697, Perplexity=2.22, Codebook Usage=0.00%
Batch 661: Loss=76.4121, Perplexity=1.83, Codebook Usage=0.00%
Batch 662: Loss=88.8554, Perplexity=1.63, Codebook Usage=0.00%
Batch 663: Loss=119.7958, Perplexity=2.14, Codebook Usage=0.00%
Batch 664: Loss=78.8169, Perplexity=1.45, Codebook Usage=0.00%
Batch 665: Loss=96.9659, Perplexity=1.70, Codebook Usage=0.00%
Batch 666: Loss=70.8555, Perplexity=1.60, Codebook Usage=0.00%
Batch 667: Loss=86.9792, Perplexity=1.73, Codebook Usage=0.00%
Batch 668: Loss=121.5639, Perplexity=2.26, Codebook Usage=0.00%
Batch 669: Loss=93.5388, Perplexity=2.02, Codebook Usage=0.00%
Batch 670: Loss=92.9257, Perplexity=2.21, Codebook Usage=0.00%
Batch 671: Loss=117.3712, Perplexity=2.18, Codebook Usage=0.00%
Batch 672: Loss=93.1691, Perplexity=1.60, Codebook Usage=0.00%
Batch 673: Loss=83.2461, Perplexity=1.77, Codebook Usage=0.00%
Batch 674: Loss=92.9450, Perplexity=1.89, Codebook Usage=0.00%
Batch 675: Loss=88.5619, Perplexity=1.60, Codebook Usage=0.00%
Batch 676: Loss=68.1855, Perplexity=1.61, Codebook Usage=0.00%
Batch 677: Loss=98.2766, Perplexity=1.44, Codebook Usage=0.00%
Batch 678: Loss=77.1105, Perplexity=1.98, Codebook Usage=0.00%
Batch 679: Loss=106.4352, Perplexity=1.65, Codebook Usage=0.00%
Batch 680: Loss=82.1458, Perplexity=1.32, Codebook Usage=0.00%
Batch 681: Loss=101.2618, Perplexity=1.87, Codebook Usage=0.00%
Batch 682: Loss=99.7788, Perplexity=1.76, Codebook Usage=0.00%
Batch 683: Loss=105.2032, Perplexity=1.90, Codebook Usage=0.00%
Batch 684: Loss=106.7644, Perplexity=1.99, Codebook Usage=0.00%
Batch 685: Loss=100.5837, Perplexity=2.15, Codebook Usage=0.00%
Batch 686: Loss=87.3063, Perplexity=1.70, Codebook Usage=0.00%
Batch 687: Loss=68.1037, Perplexity=1.33, Codebook Usage=0.00%
Batch 688: Loss=123.7875, Perplexity=2.38, Codebook Usage=0.00%
Batch 689: Loss=105.1264, Perplexity=2.01, Codebook Usage=0.00%
Batch 690: Loss=104.4691, Perplexity=2.12, Codebook Usage=0.00%
Batch 691: Loss=64.2232, Perplexity=1.20, Codebook Usage=0.00%
Batch 692: Loss=88.7702, Perplexity=1.57, Codebook Usage=0.00%
Batch 693: Loss=111.3859, Perplexity=1.78, Codebook Usage=0.00%
Batch 694: Loss=75.5002, Perplexity=1.89, Codebook Usage=0.00%
Batch 695: Loss=121.1867, Perplexity=2.75, Codebook Usage=0.00%
Batch 696: Loss=103.3817, Perplexity=2.12, Codebook Usage=0.00%
Batch 697: Loss=111.9414, Perplexity=2.03, Codebook Usage=0.00%
Batch 698: Loss=70.4497, Perplexity=1.46, Codebook Usage=0.00%
Batch 699: Loss=94.7412, Perplexity=1.73, Codebook Usage=0.00%
Batch 700: Loss=109.4293, Perplexity=1.92, Codebook Usage=0.00%
Batch 701: Loss=105.6719, Perplexity=1.94, Codebook Usage=0.00%
Batch 702: Loss=66.2577, Perplexity=1.54, Codebook Usage=0.00%
Batch 703: Loss=98.7846, Perplexity=1.86, Codebook Usage=0.00%
Batch 704: Loss=137.7967, Perplexity=2.82, Codebook Usage=0.00%
Batch 705: Loss=99.5907, Perplexity=1.94, Codebook Usage=0.00%
Batch 706: Loss=92.1474, Perplexity=1.66, Codebook Usage=0.00%
Batch 707: Loss=79.9522, Perplexity=1.42, Codebook Usage=0.00%
Batch 708: Loss=79.9485, Perplexity=1.46, Codebook Usage=0.00%
Batch 709: Loss=81.2309, Perplexity=1.57, Codebook Usage=0.00%
Batch 710: Loss=90.5633, Perplexity=2.31, Codebook Usage=0.00%
Batch 711: Loss=132.2117, Perplexity=2.27, Codebook Usage=0.00%
Batch 712: Loss=93.6791, Perplexity=1.77, Codebook Usage=0.00%
Batch 713: Loss=96.5935, Perplexity=1.71, Codebook Usage=0.00%
Batch 714: Loss=89.3277, Perplexity=1.76, Codebook Usage=0.00%
Batch 715: Loss=116.8391, Perplexity=2.04, Codebook Usage=0.00%
Batch 716: Loss=110.9882, Perplexity=2.14, Codebook Usage=0.00%
Batch 717: Loss=108.4742, Perplexity=1.70, Codebook Usage=0.00%
Batch 718: Loss=74.5871, Perplexity=1.43, Codebook Usage=0.00%
Batch 719: Loss=100.4919, Perplexity=2.08, Codebook Usage=0.00%
Batch 720: Loss=84.3419, Perplexity=1.61, Codebook Usage=0.00%
Batch 721: Loss=99.0300, Perplexity=2.07, Codebook Usage=0.00%
Batch 722: Loss=97.8198, Perplexity=1.56, Codebook Usage=0.00%
Batch 723: Loss=119.5530, Perplexity=1.97, Codebook Usage=0.00%
