EVALUATION RESULTS
==================================================
Average Representation Loss: 79.1569
Average VAE Loss: 55.6031
Average Total Loss: 134.7600
Average Perplexity: 1.13
Average Codebook Usage: 0.39%
Total Proteins Evaluated: 4679
==================================================

DETAILED RESULTS BY BATCH:
Batch 0: Loss=136.6045, Perplexity=1.06, Codebook Usage=0.39%
Batch 360: Loss=123.7221, Perplexity=1.03, Codebook Usage=0.39%
Batch 361: Loss=138.6152, Perplexity=1.06, Codebook Usage=0.39%
Batch 362: Loss=129.3883, Perplexity=1.15, Codebook Usage=0.39%
Batch 363: Loss=140.4946, Perplexity=1.29, Codebook Usage=0.39%
Batch 364: Loss=121.1409, Perplexity=1.06, Codebook Usage=0.39%
Batch 365: Loss=132.7182, Perplexity=1.05, Codebook Usage=0.39%
Batch 366: Loss=121.5488, Perplexity=1.03, Codebook Usage=0.39%
Batch 367: Loss=153.3593, Perplexity=1.48, Codebook Usage=0.39%
Batch 368: Loss=129.1973, Perplexity=1.13, Codebook Usage=0.39%
Batch 369: Loss=122.0321, Perplexity=1.04, Codebook Usage=0.39%
Batch 370: Loss=134.4495, Perplexity=1.06, Codebook Usage=0.39%
Batch 371: Loss=141.3976, Perplexity=1.03, Codebook Usage=0.39%
Batch 372: Loss=135.8571, Perplexity=1.20, Codebook Usage=0.39%
Batch 373: Loss=132.6243, Perplexity=1.13, Codebook Usage=0.39%
Batch 374: Loss=137.4789, Perplexity=1.24, Codebook Usage=0.39%
Batch 375: Loss=133.2064, Perplexity=1.16, Codebook Usage=0.39%
Batch 376: Loss=142.8187, Perplexity=1.11, Codebook Usage=0.39%
Batch 377: Loss=141.3203, Perplexity=1.17, Codebook Usage=0.39%
Batch 378: Loss=145.4270, Perplexity=1.12, Codebook Usage=0.39%
Batch 379: Loss=120.9067, Perplexity=1.28, Codebook Usage=0.39%
Batch 380: Loss=125.9237, Perplexity=1.20, Codebook Usage=0.39%
Batch 381: Loss=147.5815, Perplexity=1.25, Codebook Usage=0.39%
Batch 382: Loss=121.8847, Perplexity=1.02, Codebook Usage=0.39%
Batch 383: Loss=109.8143, Perplexity=1.10, Codebook Usage=0.39%
Batch 384: Loss=140.3524, Perplexity=1.18, Codebook Usage=0.39%
Batch 385: Loss=130.3134, Perplexity=1.02, Codebook Usage=0.39%
Batch 386: Loss=157.5912, Perplexity=1.13, Codebook Usage=0.39%
Batch 387: Loss=137.1052, Perplexity=1.29, Codebook Usage=0.39%
Batch 388: Loss=120.4731, Perplexity=1.03, Codebook Usage=0.39%
Batch 389: Loss=118.6492, Perplexity=1.06, Codebook Usage=0.39%
Batch 390: Loss=122.8100, Perplexity=1.21, Codebook Usage=0.39%
Batch 391: Loss=156.4039, Perplexity=1.06, Codebook Usage=0.39%
Batch 392: Loss=145.9832, Perplexity=1.04, Codebook Usage=0.39%
Batch 393: Loss=117.4419, Perplexity=1.15, Codebook Usage=0.39%
Batch 394: Loss=123.7923, Perplexity=1.05, Codebook Usage=0.39%
Batch 395: Loss=126.3572, Perplexity=1.20, Codebook Usage=0.39%
Batch 396: Loss=165.6592, Perplexity=1.03, Codebook Usage=0.39%
Batch 397: Loss=130.3578, Perplexity=1.13, Codebook Usage=0.39%
Batch 398: Loss=146.4558, Perplexity=1.14, Codebook Usage=0.39%
Batch 399: Loss=121.3867, Perplexity=1.14, Codebook Usage=0.39%
Batch 400: Loss=128.6617, Perplexity=1.07, Codebook Usage=0.39%
Batch 401: Loss=124.6893, Perplexity=1.04, Codebook Usage=0.39%
Batch 402: Loss=117.0561, Perplexity=1.05, Codebook Usage=0.39%
Batch 403: Loss=132.6481, Perplexity=1.19, Codebook Usage=0.39%
Batch 404: Loss=152.5113, Perplexity=1.12, Codebook Usage=0.39%
Batch 405: Loss=122.7277, Perplexity=1.08, Codebook Usage=0.39%
Batch 406: Loss=148.8132, Perplexity=1.02, Codebook Usage=0.39%
Batch 407: Loss=136.0045, Perplexity=1.13, Codebook Usage=0.39%
Batch 408: Loss=125.4767, Perplexity=1.19, Codebook Usage=0.39%
Batch 409: Loss=153.0818, Perplexity=1.45, Codebook Usage=0.39%
Batch 410: Loss=152.6440, Perplexity=1.10, Codebook Usage=0.39%
Batch 411: Loss=132.2527, Perplexity=1.03, Codebook Usage=0.39%
Batch 412: Loss=122.1890, Perplexity=1.06, Codebook Usage=0.39%
Batch 413: Loss=136.3331, Perplexity=1.18, Codebook Usage=0.39%
Batch 414: Loss=125.5954, Perplexity=1.03, Codebook Usage=0.39%
Batch 415: Loss=126.9875, Perplexity=1.20, Codebook Usage=0.39%
Batch 416: Loss=130.5838, Perplexity=1.11, Codebook Usage=0.39%
Batch 417: Loss=145.5512, Perplexity=1.04, Codebook Usage=0.39%
Batch 418: Loss=121.1856, Perplexity=1.11, Codebook Usage=0.39%
Batch 419: Loss=115.2018, Perplexity=1.08, Codebook Usage=0.39%
Batch 420: Loss=142.8693, Perplexity=1.02, Codebook Usage=0.39%
Batch 421: Loss=133.5085, Perplexity=1.03, Codebook Usage=0.39%
Batch 422: Loss=122.5856, Perplexity=1.05, Codebook Usage=0.39%
Batch 423: Loss=121.4633, Perplexity=1.10, Codebook Usage=0.39%
Batch 424: Loss=123.7381, Perplexity=1.02, Codebook Usage=0.39%
Batch 425: Loss=156.6457, Perplexity=1.19, Codebook Usage=0.39%
Batch 426: Loss=131.8122, Perplexity=1.40, Codebook Usage=0.39%
Batch 427: Loss=144.7985, Perplexity=1.11, Codebook Usage=0.39%
Batch 428: Loss=120.5877, Perplexity=1.07, Codebook Usage=0.39%
Batch 429: Loss=154.2536, Perplexity=1.18, Codebook Usage=0.39%
Batch 430: Loss=125.8568, Perplexity=1.07, Codebook Usage=0.39%
Batch 431: Loss=117.3478, Perplexity=1.07, Codebook Usage=0.39%
Batch 432: Loss=124.4209, Perplexity=1.29, Codebook Usage=0.39%
Batch 433: Loss=152.1951, Perplexity=1.44, Codebook Usage=0.39%
Batch 434: Loss=159.6851, Perplexity=1.03, Codebook Usage=0.39%
Batch 435: Loss=117.7752, Perplexity=1.17, Codebook Usage=0.39%
Batch 436: Loss=132.8097, Perplexity=1.11, Codebook Usage=0.39%
Batch 437: Loss=130.1824, Perplexity=1.31, Codebook Usage=0.39%
Batch 438: Loss=122.1254, Perplexity=1.20, Codebook Usage=0.39%
Batch 439: Loss=142.5903, Perplexity=1.15, Codebook Usage=0.39%
Batch 440: Loss=135.8893, Perplexity=1.06, Codebook Usage=0.39%
Batch 441: Loss=136.3070, Perplexity=1.08, Codebook Usage=0.39%
Batch 442: Loss=126.2235, Perplexity=1.12, Codebook Usage=0.39%
Batch 443: Loss=144.0176, Perplexity=1.12, Codebook Usage=0.39%
Batch 444: Loss=147.0536, Perplexity=1.28, Codebook Usage=0.39%
Batch 445: Loss=146.5779, Perplexity=1.23, Codebook Usage=0.39%
Batch 446: Loss=140.9002, Perplexity=1.19, Codebook Usage=0.39%
Batch 447: Loss=160.9188, Perplexity=1.04, Codebook Usage=0.39%
Batch 448: Loss=145.3517, Perplexity=1.08, Codebook Usage=0.39%
Batch 449: Loss=142.9340, Perplexity=1.45, Codebook Usage=0.39%
Batch 450: Loss=134.6730, Perplexity=1.13, Codebook Usage=0.39%
Batch 451: Loss=124.8526, Perplexity=1.04, Codebook Usage=0.39%
Batch 452: Loss=126.7176, Perplexity=1.03, Codebook Usage=0.39%
Batch 453: Loss=136.9737, Perplexity=1.05, Codebook Usage=0.39%
Batch 454: Loss=120.4447, Perplexity=1.05, Codebook Usage=0.39%
Batch 455: Loss=149.1614, Perplexity=1.07, Codebook Usage=0.39%
Batch 456: Loss=145.6607, Perplexity=1.13, Codebook Usage=0.39%
Batch 457: Loss=138.3430, Perplexity=1.18, Codebook Usage=0.39%
Batch 458: Loss=127.3746, Perplexity=1.17, Codebook Usage=0.39%
Batch 459: Loss=135.1852, Perplexity=1.06, Codebook Usage=0.39%
Batch 460: Loss=135.3052, Perplexity=1.07, Codebook Usage=0.39%
Batch 461: Loss=125.0432, Perplexity=1.38, Codebook Usage=0.39%
Batch 462: Loss=124.2874, Perplexity=1.15, Codebook Usage=0.39%
Batch 463: Loss=149.7466, Perplexity=1.23, Codebook Usage=0.39%
Batch 464: Loss=160.9455, Perplexity=1.12, Codebook Usage=0.39%
Batch 465: Loss=137.9520, Perplexity=1.23, Codebook Usage=0.39%
Batch 466: Loss=119.3554, Perplexity=1.07, Codebook Usage=0.39%
Batch 467: Loss=135.5935, Perplexity=1.02, Codebook Usage=0.39%
Batch 468: Loss=117.5292, Perplexity=1.07, Codebook Usage=0.39%
Batch 469: Loss=122.0551, Perplexity=1.15, Codebook Usage=0.39%
Batch 470: Loss=137.7907, Perplexity=1.13, Codebook Usage=0.39%
Batch 471: Loss=152.3207, Perplexity=1.07, Codebook Usage=0.39%
Batch 472: Loss=135.6274, Perplexity=1.19, Codebook Usage=0.39%
Batch 473: Loss=139.1217, Perplexity=1.13, Codebook Usage=0.39%
Batch 474: Loss=122.9812, Perplexity=1.05, Codebook Usage=0.39%
Batch 475: Loss=135.7821, Perplexity=1.02, Codebook Usage=0.39%
Batch 476: Loss=131.0572, Perplexity=1.05, Codebook Usage=0.39%
Batch 477: Loss=125.0105, Perplexity=1.38, Codebook Usage=0.39%
Batch 478: Loss=133.6927, Perplexity=1.15, Codebook Usage=0.39%
Batch 479: Loss=134.9066, Perplexity=1.02, Codebook Usage=0.39%
Batch 480: Loss=124.3795, Perplexity=1.15, Codebook Usage=0.39%
Batch 481: Loss=151.0393, Perplexity=1.13, Codebook Usage=0.39%
Batch 482: Loss=128.3490, Perplexity=1.16, Codebook Usage=0.39%
Batch 483: Loss=138.8611, Perplexity=1.18, Codebook Usage=0.39%
Batch 484: Loss=148.9889, Perplexity=1.05, Codebook Usage=0.39%
Batch 485: Loss=144.5240, Perplexity=1.14, Codebook Usage=0.39%
Batch 486: Loss=120.4309, Perplexity=1.07, Codebook Usage=0.39%
Batch 487: Loss=139.1217, Perplexity=1.12, Codebook Usage=0.39%
Batch 488: Loss=135.6775, Perplexity=1.03, Codebook Usage=0.39%
Batch 489: Loss=131.6542, Perplexity=1.19, Codebook Usage=0.39%
Batch 490: Loss=132.2484, Perplexity=1.05, Codebook Usage=0.39%
Batch 491: Loss=153.5861, Perplexity=1.19, Codebook Usage=0.39%
Batch 492: Loss=112.7837, Perplexity=1.04, Codebook Usage=0.39%
Batch 493: Loss=142.6806, Perplexity=1.09, Codebook Usage=0.39%
Batch 494: Loss=141.4770, Perplexity=1.02, Codebook Usage=0.39%
Batch 495: Loss=128.3690, Perplexity=1.22, Codebook Usage=0.39%
Batch 496: Loss=141.4526, Perplexity=1.10, Codebook Usage=0.39%
Batch 497: Loss=140.0689, Perplexity=1.01, Codebook Usage=0.39%
Batch 498: Loss=132.3124, Perplexity=1.02, Codebook Usage=0.39%
Batch 499: Loss=108.9741, Perplexity=1.05, Codebook Usage=0.39%
Batch 500: Loss=157.0385, Perplexity=1.04, Codebook Usage=0.39%
Batch 501: Loss=126.9344, Perplexity=1.35, Codebook Usage=0.39%
Batch 502: Loss=138.8226, Perplexity=1.24, Codebook Usage=0.39%
Batch 503: Loss=138.0552, Perplexity=1.11, Codebook Usage=0.39%
Batch 504: Loss=110.9424, Perplexity=1.13, Codebook Usage=0.39%
Batch 505: Loss=129.4716, Perplexity=1.03, Codebook Usage=0.39%
Batch 506: Loss=141.3425, Perplexity=1.06, Codebook Usage=0.39%
Batch 507: Loss=136.7383, Perplexity=1.03, Codebook Usage=0.39%
Batch 508: Loss=164.2469, Perplexity=1.05, Codebook Usage=0.39%
Batch 509: Loss=132.9973, Perplexity=1.02, Codebook Usage=0.39%
Batch 510: Loss=151.8382, Perplexity=1.15, Codebook Usage=0.39%
Batch 511: Loss=139.5301, Perplexity=1.04, Codebook Usage=0.39%
Batch 512: Loss=141.9196, Perplexity=1.05, Codebook Usage=0.39%
Batch 513: Loss=124.7148, Perplexity=1.12, Codebook Usage=0.39%
Batch 514: Loss=123.8014, Perplexity=1.03, Codebook Usage=0.39%
Batch 515: Loss=157.9251, Perplexity=1.27, Codebook Usage=0.39%
Batch 516: Loss=146.7210, Perplexity=1.18, Codebook Usage=0.39%
Batch 517: Loss=129.6172, Perplexity=1.07, Codebook Usage=0.39%
Batch 518: Loss=146.9844, Perplexity=1.08, Codebook Usage=0.39%
Batch 519: Loss=138.7036, Perplexity=1.15, Codebook Usage=0.39%
Batch 520: Loss=130.2182, Perplexity=1.04, Codebook Usage=0.39%
Batch 521: Loss=133.2557, Perplexity=1.04, Codebook Usage=0.39%
Batch 522: Loss=127.6700, Perplexity=1.02, Codebook Usage=0.39%
Batch 523: Loss=129.3234, Perplexity=1.03, Codebook Usage=0.39%
Batch 524: Loss=145.9400, Perplexity=1.13, Codebook Usage=0.39%
Batch 525: Loss=123.3513, Perplexity=1.13, Codebook Usage=0.39%
Batch 526: Loss=129.6187, Perplexity=1.03, Codebook Usage=0.39%
Batch 527: Loss=139.4219, Perplexity=1.10, Codebook Usage=0.39%
Batch 528: Loss=139.7727, Perplexity=1.17, Codebook Usage=0.39%
Batch 529: Loss=148.0331, Perplexity=1.04, Codebook Usage=0.39%
Batch 530: Loss=118.9600, Perplexity=1.07, Codebook Usage=0.39%
Batch 531: Loss=140.1261, Perplexity=1.18, Codebook Usage=0.39%
Batch 532: Loss=146.3558, Perplexity=1.15, Codebook Usage=0.39%
Batch 533: Loss=136.8991, Perplexity=1.02, Codebook Usage=0.39%
Batch 534: Loss=143.8393, Perplexity=1.16, Codebook Usage=0.39%
Batch 535: Loss=123.4762, Perplexity=1.10, Codebook Usage=0.39%
Batch 536: Loss=133.4904, Perplexity=1.08, Codebook Usage=0.39%
Batch 537: Loss=130.8095, Perplexity=1.11, Codebook Usage=0.39%
Batch 538: Loss=135.0461, Perplexity=1.04, Codebook Usage=0.39%
Batch 539: Loss=124.9724, Perplexity=1.25, Codebook Usage=0.39%
Batch 540: Loss=121.1219, Perplexity=1.07, Codebook Usage=0.39%
Batch 541: Loss=127.9319, Perplexity=1.02, Codebook Usage=0.39%
Batch 542: Loss=120.6138, Perplexity=1.02, Codebook Usage=0.39%
Batch 543: Loss=146.2519, Perplexity=1.04, Codebook Usage=0.39%
Batch 544: Loss=164.2072, Perplexity=1.65, Codebook Usage=0.39%
Batch 545: Loss=125.0077, Perplexity=1.06, Codebook Usage=0.39%
Batch 546: Loss=159.8408, Perplexity=1.40, Codebook Usage=0.39%
Batch 547: Loss=142.3607, Perplexity=1.26, Codebook Usage=0.39%
Batch 548: Loss=128.3661, Perplexity=1.05, Codebook Usage=0.39%
Batch 549: Loss=115.3298, Perplexity=1.14, Codebook Usage=0.39%
Batch 550: Loss=144.4765, Perplexity=1.13, Codebook Usage=0.39%
Batch 551: Loss=136.0905, Perplexity=1.06, Codebook Usage=0.39%
Batch 552: Loss=130.9533, Perplexity=1.22, Codebook Usage=0.39%
Batch 553: Loss=136.0909, Perplexity=1.18, Codebook Usage=0.39%
Batch 554: Loss=144.8761, Perplexity=1.16, Codebook Usage=0.39%
Batch 555: Loss=122.2325, Perplexity=1.04, Codebook Usage=0.39%
Batch 556: Loss=124.6413, Perplexity=1.19, Codebook Usage=0.39%
Batch 557: Loss=130.2790, Perplexity=1.09, Codebook Usage=0.39%
Batch 558: Loss=134.2462, Perplexity=1.12, Codebook Usage=0.39%
Batch 559: Loss=126.8145, Perplexity=1.10, Codebook Usage=0.39%
Batch 560: Loss=153.1640, Perplexity=1.38, Codebook Usage=0.39%
Batch 561: Loss=119.9915, Perplexity=1.04, Codebook Usage=0.39%
Batch 562: Loss=164.2876, Perplexity=1.13, Codebook Usage=0.39%
Batch 563: Loss=128.4644, Perplexity=1.05, Codebook Usage=0.39%
Batch 564: Loss=115.3916, Perplexity=1.04, Codebook Usage=0.39%
Batch 565: Loss=132.6226, Perplexity=1.02, Codebook Usage=0.39%
Batch 566: Loss=130.7237, Perplexity=1.33, Codebook Usage=0.39%
Batch 567: Loss=133.0027, Perplexity=1.06, Codebook Usage=0.39%
Batch 568: Loss=132.3629, Perplexity=1.05, Codebook Usage=0.39%
Batch 569: Loss=140.5794, Perplexity=1.06, Codebook Usage=0.39%
Batch 570: Loss=133.0676, Perplexity=1.03, Codebook Usage=0.39%
Batch 571: Loss=144.4980, Perplexity=1.04, Codebook Usage=0.39%
Batch 572: Loss=120.7343, Perplexity=1.04, Codebook Usage=0.39%
Batch 573: Loss=130.1089, Perplexity=1.04, Codebook Usage=0.39%
Batch 574: Loss=133.6337, Perplexity=1.06, Codebook Usage=0.39%
Batch 575: Loss=158.8947, Perplexity=1.03, Codebook Usage=0.39%
Batch 576: Loss=129.1920, Perplexity=1.11, Codebook Usage=0.39%
Batch 577: Loss=139.8844, Perplexity=1.24, Codebook Usage=0.39%
Batch 578: Loss=159.4610, Perplexity=1.02, Codebook Usage=0.39%
Batch 579: Loss=134.6881, Perplexity=1.19, Codebook Usage=0.39%
Batch 580: Loss=121.0006, Perplexity=1.03, Codebook Usage=0.39%
Batch 581: Loss=143.0165, Perplexity=1.20, Codebook Usage=0.39%
Batch 582: Loss=143.4984, Perplexity=1.06, Codebook Usage=0.39%
Batch 583: Loss=114.7732, Perplexity=1.06, Codebook Usage=0.39%
Batch 584: Loss=161.7817, Perplexity=1.37, Codebook Usage=0.39%
Batch 585: Loss=131.3706, Perplexity=1.12, Codebook Usage=0.39%
Batch 586: Loss=122.0540, Perplexity=1.03, Codebook Usage=0.39%
Batch 587: Loss=150.3788, Perplexity=1.04, Codebook Usage=0.39%
Batch 588: Loss=128.0296, Perplexity=1.24, Codebook Usage=0.39%
Batch 589: Loss=143.4240, Perplexity=1.02, Codebook Usage=0.39%
Batch 590: Loss=115.6698, Perplexity=1.08, Codebook Usage=0.39%
Batch 591: Loss=154.7268, Perplexity=1.05, Codebook Usage=0.39%
Batch 592: Loss=129.9566, Perplexity=1.03, Codebook Usage=0.39%
Batch 593: Loss=129.6616, Perplexity=1.33, Codebook Usage=0.39%
Batch 594: Loss=149.1144, Perplexity=1.04, Codebook Usage=0.39%
Batch 595: Loss=114.2098, Perplexity=1.09, Codebook Usage=0.39%
Batch 596: Loss=126.3781, Perplexity=1.06, Codebook Usage=0.39%
Batch 597: Loss=132.8948, Perplexity=1.04, Codebook Usage=0.39%
Batch 598: Loss=134.3607, Perplexity=1.01, Codebook Usage=0.39%
Batch 599: Loss=141.2035, Perplexity=1.03, Codebook Usage=0.39%
Batch 600: Loss=162.1721, Perplexity=1.08, Codebook Usage=0.39%
Batch 601: Loss=117.7489, Perplexity=1.10, Codebook Usage=0.39%
Batch 602: Loss=135.1429, Perplexity=1.05, Codebook Usage=0.39%
Batch 603: Loss=114.9204, Perplexity=1.14, Codebook Usage=0.39%
Batch 604: Loss=144.8030, Perplexity=1.13, Codebook Usage=0.39%
Batch 605: Loss=126.3590, Perplexity=1.03, Codebook Usage=0.39%
Batch 606: Loss=137.9444, Perplexity=1.02, Codebook Usage=0.39%
Batch 607: Loss=127.2344, Perplexity=1.10, Codebook Usage=0.39%
Batch 608: Loss=112.8630, Perplexity=1.09, Codebook Usage=0.39%
Batch 609: Loss=130.4312, Perplexity=1.06, Codebook Usage=0.39%
Batch 610: Loss=150.8080, Perplexity=1.05, Codebook Usage=0.39%
Batch 611: Loss=124.6061, Perplexity=1.33, Codebook Usage=0.39%
Batch 612: Loss=134.5557, Perplexity=1.29, Codebook Usage=0.39%
Batch 613: Loss=143.3006, Perplexity=1.27, Codebook Usage=0.39%
Batch 614: Loss=131.5424, Perplexity=1.05, Codebook Usage=0.39%
Batch 615: Loss=133.0540, Perplexity=1.12, Codebook Usage=0.39%
Batch 616: Loss=116.1948, Perplexity=1.28, Codebook Usage=0.39%
Batch 617: Loss=135.7779, Perplexity=1.11, Codebook Usage=0.39%
Batch 618: Loss=130.4766, Perplexity=1.07, Codebook Usage=0.39%
Batch 619: Loss=128.0504, Perplexity=1.17, Codebook Usage=0.39%
Batch 620: Loss=128.7045, Perplexity=1.39, Codebook Usage=0.39%
Batch 621: Loss=130.3142, Perplexity=1.03, Codebook Usage=0.39%
Batch 622: Loss=132.7132, Perplexity=1.08, Codebook Usage=0.39%
Batch 623: Loss=119.4584, Perplexity=1.24, Codebook Usage=0.39%
Batch 624: Loss=135.8757, Perplexity=1.05, Codebook Usage=0.39%
Batch 625: Loss=137.7683, Perplexity=1.04, Codebook Usage=0.39%
Batch 626: Loss=139.6117, Perplexity=1.22, Codebook Usage=0.39%
Batch 627: Loss=127.4443, Perplexity=1.11, Codebook Usage=0.39%
Batch 628: Loss=136.9424, Perplexity=1.09, Codebook Usage=0.39%
Batch 629: Loss=165.0459, Perplexity=1.19, Codebook Usage=0.39%
Batch 630: Loss=137.0323, Perplexity=1.03, Codebook Usage=0.39%
Batch 631: Loss=145.0373, Perplexity=1.07, Codebook Usage=0.39%
Batch 632: Loss=134.5651, Perplexity=1.09, Codebook Usage=0.39%
Batch 633: Loss=131.1657, Perplexity=1.14, Codebook Usage=0.39%
Batch 634: Loss=112.8309, Perplexity=1.05, Codebook Usage=0.39%
Batch 635: Loss=156.9787, Perplexity=1.23, Codebook Usage=0.39%
Batch 636: Loss=135.2592, Perplexity=1.13, Codebook Usage=0.39%
Batch 637: Loss=119.9315, Perplexity=1.05, Codebook Usage=0.39%
Batch 638: Loss=137.0858, Perplexity=1.14, Codebook Usage=0.39%
Batch 639: Loss=130.4646, Perplexity=1.02, Codebook Usage=0.39%
Batch 640: Loss=145.4743, Perplexity=1.16, Codebook Usage=0.39%
Batch 641: Loss=156.7200, Perplexity=1.22, Codebook Usage=0.39%
Batch 642: Loss=134.3973, Perplexity=1.26, Codebook Usage=0.39%
Batch 643: Loss=128.9831, Perplexity=1.24, Codebook Usage=0.39%
Batch 644: Loss=129.1476, Perplexity=1.06, Codebook Usage=0.39%
Batch 645: Loss=148.4706, Perplexity=1.16, Codebook Usage=0.39%
Batch 646: Loss=121.0282, Perplexity=1.02, Codebook Usage=0.39%
Batch 647: Loss=125.6392, Perplexity=1.08, Codebook Usage=0.39%
Batch 648: Loss=154.3179, Perplexity=1.24, Codebook Usage=0.39%
Batch 649: Loss=115.8398, Perplexity=1.08, Codebook Usage=0.39%
Batch 650: Loss=140.6463, Perplexity=1.16, Codebook Usage=0.39%
Batch 651: Loss=120.7866, Perplexity=1.07, Codebook Usage=0.39%
Batch 652: Loss=132.8746, Perplexity=1.02, Codebook Usage=0.39%
Batch 653: Loss=142.2131, Perplexity=1.13, Codebook Usage=0.39%
Batch 654: Loss=150.3592, Perplexity=1.25, Codebook Usage=0.39%
Batch 655: Loss=131.2041, Perplexity=1.12, Codebook Usage=0.39%
Batch 656: Loss=137.9352, Perplexity=1.04, Codebook Usage=0.39%
Batch 657: Loss=125.0054, Perplexity=1.09, Codebook Usage=0.39%
Batch 658: Loss=129.7575, Perplexity=1.20, Codebook Usage=0.39%
Batch 659: Loss=128.4070, Perplexity=1.34, Codebook Usage=0.39%
Batch 660: Loss=131.2265, Perplexity=1.27, Codebook Usage=0.39%
Batch 661: Loss=141.8691, Perplexity=1.05, Codebook Usage=0.39%
Batch 662: Loss=130.2139, Perplexity=1.08, Codebook Usage=0.39%
Batch 663: Loss=129.1933, Perplexity=1.24, Codebook Usage=0.39%
Batch 664: Loss=146.1406, Perplexity=1.08, Codebook Usage=0.39%
Batch 665: Loss=125.7567, Perplexity=1.12, Codebook Usage=0.39%
Batch 666: Loss=126.4196, Perplexity=1.01, Codebook Usage=0.39%
Batch 667: Loss=131.8801, Perplexity=1.06, Codebook Usage=0.39%
Batch 668: Loss=151.9411, Perplexity=1.25, Codebook Usage=0.39%
Batch 669: Loss=139.1461, Perplexity=1.11, Codebook Usage=0.39%
Batch 670: Loss=147.5109, Perplexity=1.18, Codebook Usage=0.39%
Batch 671: Loss=142.1847, Perplexity=1.14, Codebook Usage=0.39%
Batch 672: Loss=113.5502, Perplexity=1.06, Codebook Usage=0.39%
Batch 673: Loss=148.5595, Perplexity=1.03, Codebook Usage=0.39%
Batch 674: Loss=151.7043, Perplexity=1.05, Codebook Usage=0.39%
Batch 675: Loss=128.9706, Perplexity=1.07, Codebook Usage=0.39%
Batch 676: Loss=134.4610, Perplexity=1.02, Codebook Usage=0.39%
Batch 677: Loss=119.9732, Perplexity=1.06, Codebook Usage=0.39%
Batch 678: Loss=146.5808, Perplexity=1.05, Codebook Usage=0.39%
Batch 679: Loss=125.7013, Perplexity=1.04, Codebook Usage=0.39%
Batch 680: Loss=116.3097, Perplexity=1.01, Codebook Usage=0.39%
Batch 681: Loss=119.5559, Perplexity=1.20, Codebook Usage=0.39%
Batch 682: Loss=135.6195, Perplexity=1.03, Codebook Usage=0.39%
Batch 683: Loss=115.0561, Perplexity=1.21, Codebook Usage=0.39%
Batch 684: Loss=140.2063, Perplexity=1.09, Codebook Usage=0.39%
Batch 685: Loss=167.2977, Perplexity=1.07, Codebook Usage=0.39%
Batch 686: Loss=153.9098, Perplexity=1.09, Codebook Usage=0.39%
Batch 687: Loss=124.0259, Perplexity=1.01, Codebook Usage=0.39%
Batch 688: Loss=141.2986, Perplexity=1.21, Codebook Usage=0.39%
Batch 689: Loss=140.4261, Perplexity=1.14, Codebook Usage=0.39%
Batch 690: Loss=133.5258, Perplexity=1.10, Codebook Usage=0.39%
Batch 691: Loss=131.5254, Perplexity=1.01, Codebook Usage=0.39%
Batch 692: Loss=128.0215, Perplexity=1.01, Codebook Usage=0.39%
Batch 693: Loss=125.5141, Perplexity=1.18, Codebook Usage=0.39%
Batch 694: Loss=124.6841, Perplexity=1.06, Codebook Usage=0.39%
Batch 695: Loss=152.6862, Perplexity=1.47, Codebook Usage=0.39%
Batch 696: Loss=141.2534, Perplexity=1.18, Codebook Usage=0.39%
Batch 697: Loss=138.5512, Perplexity=1.12, Codebook Usage=0.39%
Batch 698: Loss=158.8957, Perplexity=1.04, Codebook Usage=0.39%
Batch 699: Loss=137.3601, Perplexity=1.07, Codebook Usage=0.39%
Batch 700: Loss=118.6332, Perplexity=1.16, Codebook Usage=0.39%
Batch 701: Loss=143.5562, Perplexity=1.15, Codebook Usage=0.39%
Batch 702: Loss=129.8305, Perplexity=1.05, Codebook Usage=0.39%
Batch 703: Loss=132.1036, Perplexity=1.11, Codebook Usage=0.39%
Batch 704: Loss=159.3329, Perplexity=1.30, Codebook Usage=0.39%
Batch 705: Loss=131.3937, Perplexity=1.21, Codebook Usage=0.39%
Batch 706: Loss=129.1248, Perplexity=1.05, Codebook Usage=0.39%
Batch 707: Loss=124.8707, Perplexity=1.02, Codebook Usage=0.39%
Batch 708: Loss=126.4475, Perplexity=1.05, Codebook Usage=0.39%
Batch 709: Loss=139.4793, Perplexity=1.02, Codebook Usage=0.39%
Batch 710: Loss=146.5014, Perplexity=1.09, Codebook Usage=0.39%
Batch 711: Loss=147.8748, Perplexity=1.28, Codebook Usage=0.39%
Batch 712: Loss=128.9983, Perplexity=1.03, Codebook Usage=0.39%
Batch 713: Loss=128.2492, Perplexity=1.09, Codebook Usage=0.39%
Batch 714: Loss=135.2108, Perplexity=1.05, Codebook Usage=0.39%
Batch 715: Loss=124.8196, Perplexity=1.22, Codebook Usage=0.39%
Batch 716: Loss=138.5275, Perplexity=1.16, Codebook Usage=0.39%
Batch 717: Loss=133.4967, Perplexity=1.06, Codebook Usage=0.39%
Batch 718: Loss=149.2649, Perplexity=1.03, Codebook Usage=0.39%
Batch 719: Loss=123.3403, Perplexity=1.15, Codebook Usage=0.39%
Batch 720: Loss=116.3614, Perplexity=1.08, Codebook Usage=0.39%
Batch 721: Loss=131.8449, Perplexity=1.23, Codebook Usage=0.39%
Batch 722: Loss=124.5256, Perplexity=1.05, Codebook Usage=0.39%
Batch 723: Loss=146.2715, Perplexity=1.15, Codebook Usage=0.39%
